Unique Identifier,Meeting,Meeting Date,Agenda Number,Category,Awaiting Report,Policy Order,Charter Right,Outcome,Vote,Sumbul Siddiqui,Alanna Mallon,Burhan Azeem,Dennis J. Carlone,Marc C. McGovern,Patricia Nolan,E. Denise Simmons,Paul F. Toner,Quinton Zondervan,Link,Notes
CMA 2022 #188,10/03/22 Regular,10/03/22,6,Transmitting Communication,,,,REFERRED TO THE PETITION,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4179&MediaPosition=&ID=16994&CssClass=,
CMA 2022 #189,10/03/22 Regular,10/03/22,7,Transmitting Communication,,,,REFERRED TO THE PETITION,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4179&MediaPosition=&ID=16995&CssClass=,
CMA 2022 #191,10/17/22 Regular,10/17/22,1,Transmitting Communication,,,,Placed on File,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4180&MediaPosition=&ID=17110&CssClass=,
CMA 2022 #192,10/17/22 Regular,10/17/22,2,Appropriation,,,,Adopted,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4180&MediaPosition=&ID=17113&CssClass=,
CMA 2022 #193,10/17/22 Regular,10/17/22,3,Appropriation,,,,Adopted,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4180&MediaPosition=&ID=17115&CssClass=,
CMA 2022 #194,10/17/22 Regular,10/17/22,4,Appropriation,,,,Adopted,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4180&MediaPosition=&ID=17116&CssClass=,
CMA 2022 #195,10/17/22 Regular,10/17/22,5,Awaiting Report Response,AR-22-59,,,Placed on File,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4180&MediaPosition=&ID=17132&CssClass=,
CMA 2022 #196,10/17/22 Regular,10/17/22,6,Appropriation,,,,Adopted,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4180&MediaPosition=&ID=17117&CssClass=,
CMA 2022 #197,10/17/22 Regular,10/17/22,7,Appropriation,,,,Adopted,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4180&MediaPosition=&ID=17118&CssClass=,
CMA 2022 #198,10/17/22 Regular,10/17/22,8,Appropriation,,,,Adopted,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4180&MediaPosition=&ID=17120&CssClass=,
CMA 2022 #199,10/17/22 Regular,10/17/22,9,Appropriation,,,,Adopted,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4180&MediaPosition=&ID=17123&CssClass=,
CMA 2022 #200,10/17/22 Regular,10/17/22,10,Appropriation,,,,Adopted,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4180&MediaPosition=&ID=17108&CssClass=,
CMA 2022 #201,10/17/22 Regular,10/17/22,11,Appropriation,,,,Adopted,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4180&MediaPosition=&ID=17127&CssClass=,
CMA 2022 #202,10/17/22 Regular,10/17/22,12,Transmitting Communication,,,,Placed on File,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4180&MediaPosition=&ID=17133&CssClass=,
CMA 2022 #203,10/17/22 Regular,10/17/22,13,Awaiting Report Response,,POR 2022 #264,,Placed on File,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4180&MediaPosition=&ID=17128&CssClass=,
CMA 2022 #204,10/24/22 Regular,10/24/22,1,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4181&MediaPosition=&ID=17185&CssClass=,
CMA 2022 #205,10/24/22 Regular,10/24/22,2,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4181&MediaPosition=&ID=17187&CssClass=,
CMA 2022 #206,10/24/22 Regular,10/24/22,3,Awaiting Report Response,AR-22-48,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4181&MediaPosition=&ID=17189&CssClass=,
CMA 2022 #207,10/24/22 Regular,10/24/22,4,Awaiting Report Response,AR-22-25,,,Referred to Committee,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4181&MediaPosition=&ID=17188&CssClass=,"Attachment A was referred to the Government Operations, Rules, and Claims Committee. . Attachment F was referred to the Ordinance Committee and Planning Board for hearing and report."
CMA 2022 #208,10/31/22 Regular,10/31/22,1,Appropriation,,,,Placed on File,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4182&MediaPosition=&ID=17255&CssClass=,
CMA 2022 #209,10/31/22 Regular,10/31/22,2,Appropriation,,,,Placed on File,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4182&MediaPosition=&ID=17256&CssClass=,
CMA 2022 #210,10/31/22 Regular,10/31/22,3,Appropriation,,,,Placed on File,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4182&MediaPosition=&ID=17259&CssClass=,
CMA 2022 #211,11/07/22 Regular,11/07/22,1,Appropriation,,,,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4183&MediaPosition=&ID=17339&CssClass=,
CMA 2022 #212,11/07/22 Regular,11/07/22,2,Appointment,,,,APPROVED,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4183&MediaPosition=&ID=17343&CssClass=,
CMA 2022 #213,11/07/22 Regular,11/07/22,3,Awaiting Report Response,AR-22-58,,,Placed on File,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4183&MediaPosition=&ID=17342&CssClass=,
CMA 2022 #214,11/07/22 Regular,11/07/22,4,Transmitting Communication,,,,REFERRED TO THE PETITION,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4183&MediaPosition=&ID=17341&CssClass=,
CMA 2022 #215,11/07/22 Regular,11/07/22,5,Appropriation,,,,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4183&MediaPosition=&ID=17340&CssClass=,
CMA 2022 #216,11/07/22 Regular,11/07/22,6,Appropriation,,,,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4183&MediaPosition=&ID=17330&CssClass=,
CMA 2022 #217,11/07/22 Regular,11/07/22,7,Appropriation,,,,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4183&MediaPosition=&ID=17331&CssClass=,
CMA 2022 #218,11/07/22 Regular,11/07/22,8,Appropriation,,,,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4183&MediaPosition=&ID=17332&CssClass=,
CMA 2022 #219,11/07/22 Regular,11/07/22,9,Appropriation,,,,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4183&MediaPosition=&ID=17333&CssClass=,
CMA 2022 #220,11/07/22 Regular,11/07/22,10,Appropriation,,,,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4183&MediaPosition=&ID=17335&CssClass=,
CMA 2022 #221,11/07/22 Regular,11/07/22,11,Appropriation,,,,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4183&MediaPosition=&ID=17336&CssClass=,
CMA 2022 #222,11/07/22 Regular,11/07/22,12,Appropriation,,,,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4183&MediaPosition=&ID=17337&CssClass=,
CMA 2022 #223,11/07/22 Regular,11/07/22,13,Appropriation,,,,Adopted,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4183&MediaPosition=&ID=17338&CssClass=,
CMA 2022 #224,11/14/22 Regular,11/14/22,1,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4184&MediaPosition=&ID=17469&CssClass=,
CMA 2022 #225,11/14/22 Regular,11/14/22,2,Transmitting Communication,,,,Referred to Committee,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4184&MediaPosition=&ID=17478&CssClass=,HEALTH AND ENVIRONMENT COMMITTEE
CMA 2022 #226,11/14/22 Regular,11/14/22,3,Awaiting Report Response,AR-22-72,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4184&MediaPosition=&ID=17480&CssClass=,
CMA 2022 #227,11/14/22 Regular,11/14/22,4,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4184&MediaPosition=&ID=17482&CssClass=,
CMA 2022 #228,11/21/22 Regular,11/21/22,1,Awaiting Report Response,,POR 2022 #291,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4185&MediaPosition=&ID=17533&CssClass=,
CMA 2022 #229,11/21/22 Regular,11/21/22,2,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4185&MediaPosition=&ID=17522&CssClass=,
CMA 2022 #230,11/21/22 Regular,11/21/22,3,Awaiting Report Response,AR-21-90,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4185&MediaPosition=&ID=17525&CssClass=,
CMA 2022 #231,11/21/22 Regular,11/21/22,4,Awaiting Report Response,AR-20-61,,Quinton Zondervan,Charter Right,,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4185&MediaPosition=&ID=17532&CssClass=,EXERCISED BY COUNCILLOR ZONDERVAN
CMA 2022 #232,11/21/22 Regular,11/21/22,5,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4185&MediaPosition=&ID=17535&CssClass=,
CMA 2022 #233,11/21/22 Regular,11/21/22,6,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4185&MediaPosition=&ID=17540&CssClass=,
CMA 2022 #234,11/21/22 Regular,11/21/22,7,Awaiting Report Response,AR-22-77,,,REFERRED TO THE PETITION,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4185&MediaPosition=&ID=17521&CssClass=,
CMA 2022 #235,12/05/22 Regular,12/05/22,1,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4187&MediaPosition=&ID=17597&CssClass=,
CMA 2022 #236,12/05/22 Regular,12/05/22,2,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4187&MediaPosition=&ID=17598&CssClass=,
CMA 2022 #237,12/05/22 Regular,12/05/22,3,Transmitting Communication,,,,APPROVED,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4187&MediaPosition=&ID=17637&CssClass=,AND PLACE ON FILE
CMA 2022 #238,12/05/22 Regular,12/05/22,4,Transmitting Communication,,,,REFERRED TO THE PETITION,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4187&MediaPosition=&ID=17592&CssClass=,
CMA 2022 #239,12/05/22 Regular,12/05/22,5,Transmitting Communication,,,,Referred to Committee,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4187&MediaPosition=&ID=17623&CssClass=,Ordinance Committee and Planning Board for hearing and report
CMA 2022 #240,12/05/22 Regular,12/05/22,6,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4187&MediaPosition=&ID=17621&CssClass=,
CMA 2022 #241,12/05/22 Regular,12/05/22,7,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4187&MediaPosition=&ID=17698&CssClass=,
CMA 2022 #242,12/19/22 Regular,12/19/22,1,Transmitting Communication,,,,Placed on File,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4189&MediaPosition=&ID=17742&CssClass=,
CMA 2022 #243,12/19/22 Regular,12/19/22,2,Appropriation,,,,Placed on File,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4189&MediaPosition=&ID=17743&CssClass=,
CMA 2022 #244,12/19/22 Regular,12/19/22,3,Appropriation,,,,Placed on File,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4189&MediaPosition=&ID=17751&CssClass=,
CMA 2022 #245,12/19/22 Regular,12/19/22,4,Appropriation,,,,Placed on File,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4189&MediaPosition=&ID=17750&CssClass=,
CMA 2022 #246,12/19/22 Regular,12/19/22,5,Appointment,,,,Placed on File,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4189&MediaPosition=&ID=17753&CssClass=,
CMA 2022 #247,12/19/22 Regular,12/19/22,6,Appropriation,,,,Placed on File,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4189&MediaPosition=&ID=17752&CssClass=,
CMA 2022 #248,12/19/22 Regular,12/19/22,7,Appropriation,,,,Placed on File,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4189&MediaPosition=&ID=17754&CssClass=,
CMA 2022 #249,12/19/22 Regular,12/19/22,8,Appropriation,,,,Placed on File,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4189&MediaPosition=&ID=17755&CssClass=,
CMA 2022 #250,12/19/22 Regular,12/19/22,9,Transmitting Communication,,,,Placed on File,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4189&MediaPosition=&ID=17756&CssClass=,
CMA 2022 #251,12/19/22 Regular,12/19/22,10,Transmitting Communication,,,,REFERRED TO THE PETITION,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4189&MediaPosition=&ID=17746&CssClass=,
CMA 2022 #252,12/19/22 Regular,12/19/22,11,Transmitting Communication,,,,REFERRED TO THE PETITION,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4189&MediaPosition=&ID=17748&CssClass=,
CMA 2022 #253,12/19/22 Regular,12/19/22,12,Awaiting Report Response,AR-22-79,,,Placed on File,Unanimous,,,,,,,,,,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4189&MediaPosition=&ID=17761&CssClass=,
CMA 2023 #1,01/09/23 Regular,01/09/23,1,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4248&MediaPosition=&ID=17855&CssClass=,
CMA 2023 #2,01/09/23 Regular,01/09/23,2,Transmitting Communication,,,,Placed on File,7-0-2,yes,yes,yes,yes,yes,yes,absent,yes,absent,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4248&MediaPosition=&ID=17838&CssClass=,
CMA 2023 #3,01/09/23 Regular,01/09/23,3,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4248&MediaPosition=&ID=17839&CssClass=,
CMA 2023 #4,01/09/23 Regular,01/09/23,4,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4248&MediaPosition=&ID=17844&CssClass=,
CMA 2023 #5,01/09/23 Regular,01/09/23,5,Appropriation,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4248&MediaPosition=&ID=17846&CssClass=,
CMA 2023 #6,01/09/23 Regular,01/09/23,6,Appropriation,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4248&MediaPosition=&ID=17845&CssClass=,
CMA 2023 #7,01/09/23 Regular,01/09/23,7,Appropriation,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4248&MediaPosition=&ID=17850&CssClass=,
CMA 2023 #8,01/09/23 Regular,01/09/23,8,Appropriation,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4248&MediaPosition=&ID=17849&CssClass=,
CMA 2023 #9,01/09/23 Regular,01/09/23,9,Appropriation,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4248&MediaPosition=&ID=17848&CssClass=,
CMA 2023 #10,01/09/23 Regular,01/09/23,10,Transmitting Communication,,,,REFERRED TO THE PETITION,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4248&MediaPosition=&ID=17840&CssClass=,
CMA 2023 #11,01/09/23 Regular,01/09/23,11,Transmitting Communication,,,,REFERRED TO THE PETITION,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4248&MediaPosition=&ID=17843&CssClass=,
CMA 2023 #12,01/09/23 Regular,01/09/23,12,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4248&MediaPosition=&ID=17863&CssClass=,
CMA 2023 #13,01/09/23 Regular,01/09/23,13,Transmitting Communication,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4248&MediaPosition=&ID=17865&CssClass=,
CMA 2023 #14,01/09/23 Regular,01/09/23,14,Appointment,,,,Placed on File,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4248&MediaPosition=&ID=17868&CssClass=,
CMA 2023 #15,01/23/23 Regular,01/23/23,1,Appropriation,,,,Adopted,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4249&MediaPosition=&ID=17961&CssClass=,
CMA 2023 #16,01/23/23 Regular,01/23/23,2,Awaiting Report Response,,,,Placed on File,8-0-1,absent,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4249&MediaPosition=&ID=17956&CssClass=,
CMA 2023 #17,01/23/23 Regular,01/23/23,3,Appointment,,,,Placed on File,8-0-1,yes,yes,yes,yes,yes,yes,yes,absent,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4249&MediaPosition=&ID=17975&CssClass=,
CMA 2023 #18,01/23/23 Regular,01/23/23,4,Awaiting Report Response,,POR 2022 #312,,Placed on File,5-3-1-0,yes,yes,yes,no,no,yes,present,no,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4249&MediaPosition=&ID=17957&CssClass=,
CMA 2023 #19,01/23/23 Regular,01/23/23,5,Appropriation,,,,Adopted,9-0-0,yes,yes,yes,yes,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4249&MediaPosition=&ID=17958&CssClass=,
CMA 2023 #20,01/23/23 Regular,01/23/23,6,Transmitting Communication,,,,REFERRED TO THE PETITION,8-0-1,yes,yes,yes,yes,yes,yes,yes,absent,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4249&MediaPosition=&ID=17955&CssClass=,
CMA 2023 #21,02/06/23 Regular,02/06/23,1,Appropriation,,,,Adopted,7-0-2,yes,yes,absent,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4251&MediaPosition=&ID=18081&CssClass=,
CMA 2023 #22,02/06/23 Regular,02/06/23,2,Awaiting Report Response,AR-22-81,,,Placed on File,7-0-2,yes,yes,absent,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4251&MediaPosition=&ID=18085&CssClass=,
CMA 2023 #23,02/06/23 Regular,02/06/23,3,Awaiting Report Response,,POR 2022 #27,,Placed on File,7-0-2,yes,yes,absent,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4251&MediaPosition=&ID=18087&CssClass=,
CMA 2023 #24,02/06/23 Regular,02/06/23,4,Awaiting Report Response,,POR 2023 #8,,REFERRED TO THE PETITION,7-0-2,yes,yes,absent,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4251&MediaPosition=&ID=18114&CssClass=,
CMA 2023 #25,02/06/23 Regular,02/06/23,5,Transmitting Communication,,,,Placed on File,7-0-2,yes,yes,absent,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4251&MediaPosition=&ID=18083&CssClass=,
CMA 2023 #26,02/06/23 Regular,02/06/23,6,Appointment,,,,Placed on File,7-0-2,yes,yes,absent,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4251&MediaPosition=&ID=18108&CssClass=,
CMA 2023 #27,02/06/23 Regular,02/06/23,7,Transmitting Communication,,,,Referred to the Committee for,7-0-2,yes,yes,absent,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4251&MediaPosition=&ID=18096&CssClass=,PUBLIC SAFETY
CMA 2023 #28,02/06/23 Regular,02/06/23,8,Transmitting Communication,,,,Referred to the Committee for,7-0-2,yes,yes,absent,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4251&MediaPosition=&ID=18117&CssClass=,PUBLIC SAFETY
CMA 2023 #29,02/06/23 Regular,02/06/23,9,Transmitting Communication,,,,Referred to the Committee for,7-0-2,yes,yes,absent,absent,yes,yes,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4251&MediaPosition=&ID=18118&CssClass=,PUBLIC SAFETY
CMA 2023 #30,02/13/23 Regular,02/13/23,1,Transmitting Communication,,,,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18247&CssClass=,
CMA 2023 #31,02/13/23 Regular,02/13/23,2,Transmitting Communication,,,,Adopted,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18248&CssClass=,
CMA 2023 #32,02/13/23 Regular,02/13/23,3,Appointment,,,,Placed on File,8-0-1,yes,yes,yes,yes,yes,absent,yes,yes,yes,https://cambridgema.iqm2.com/Citizens/Detail_LegiFile.aspx?Frame=&MeetingID=4252&MediaPosition=&ID=18299&CssClass=,
